id;title;date;author;publisher;relation;description;collections;faculty;institute;division;id_numerical;faculty_identifier;institute_identifier;division_identifier;sdg1;sdg2;sdg3;sdg4;sdg5;sdg6;sdg7;sdg8;sdg9;sdg10;sdg11;sdg12;sdg13;sdg14;sdg15;sdg16;sdg17;language;location entities;Countries
oai:www.zora.uzh.ch:223;Relationships between food resources, foraging patterns, and reproductive success in the water pipit, Anthus sp. spinoletta;1995;Frey-Roos, F, Brodmann, P A, Reyer, H U;Oxford University Press;https://www.zora.uzh.ch/id/eprint/223/;A basic but rarely tested assumption in optimal foraging theory is that positive relationships exist between the foraging pattern of an animal, its short-term benefits in feeding, and its long-term fitness. We present evidence for these relationships for a central place foraging situation. We studied the foraging behavior of adult water pipits (Anthus sp. spinoletta) feeding nestlings in an Alpine habitat near Davos, Switzerland, with the following results: (1) searching effort decreases with increasing distance from the nest, (2) the amount of prey and the proportion of large items brought to the nest increases with increasing foraging distance, (3) water pipits do not forage according to habitat availability, but prefer vegetation types with the highest food density (mainly grass and herbs) and avoid those with the lowest, and (4) this selectivity is only expressed when the birds forage more than 50 m from the nest, i.e., usually outside the territory. Among the several potential interpretations of these results, the most parsimonious is that foraging decisions are based on profitability, i.e., on the net energy gain per time unit. Additionally, we found that food conditions translate into fitness: the number of fledglings per nest is related positively to the average prey biomass at the foraging place and negatively to the average distance between the foraging place and the nest. Maximum economic distances, which were predicted from this food-fitness relationship, agreed well with the actual foraging distances observed. This suggests a dose connection between foraging decisions and fitness. In addition to the theoretical issues, some conservation issues are also briefly discussed.;Faculty of Science: Institute of Evolutionary Biology and Environmental Studies;Faculty of Science;Institute of Evolutionary Biology and Environmental Studies;;223;7375626A656374733D3130313732;3130313237;;0,003946895;0,814447105;0,006598575;0,001552776;0,325499684;0,878583312;0,705035985;0,411799133;0,010277542;0,019212265;0,064175867;0,736677408;0,003532494;0,366435796;0,873533368;0,00296109;0,008742226;en;Davos Switzerland;Switzerland
oai:www.zora.uzh.ch:456;Characterization of microsatellite loci in Humboldt penguin (Spheniscus humboldti) and cross-amplification in other penguin species.;2003;Schlosser, J A, Garner, W J, Dubach, M, McElligott, A G;Wiley-Blackwell;https://www.zora.uzh.ch/id/eprint/456/;The Humboldt penguin (Spheniscus humboldti) was once very common throughout its range along the coast of Peru and Chile. Today, listed as endangered, it is crucial to gain an understanding of gene flow and levels of genetic variation between breeding colonies to protect this species effectively. We developed seven microsatellite primers to investigate gene flow and population structure among four colonies. Locus-specific allelic diversity ranges from five to 11 alleles and observed heterozygosity ranges from 0.50 to 0.88. These markers cross-amplify in eight penguin species over five genera.;Faculty of Science: Institute of Zoology (former);Faculty of Science;Institute of Zoology (former);;456;7375626A656374733D3130313732;3130313237616C74;;0,003867649;0,040620986;0,007976694;0,001637422;0,002170378;0,059265207;0,007411463;0,006218613;0,009163187;0,042075552;0,040946413;0,019211583;0,106244303;0,997290909;0,161930278;0,002990005;0,00913461;en;Peru Chile;Chile
oai:www.zora.uzh.ch:479;Invasion success and genetic diversity of introduced populations of guppies Poecilia reticulata in Australia.;2005;Lindholm, A K, Breden, F, Alexander, H J, Chan, W, Thakurta, S G, Brooks, R;Wiley-Blackwell;https://www.zora.uzh.ch/id/eprint/479/;High genetic diversity is thought to characterize successful invasive species, as the potential to adapt to new environments is enhanced and inbreeding is reduced. In the last century, guppies, Poecilia reticulata, repeatedly invaded streams in Australia and elsewhere. Quantitative genetic studies of one Australian guppy population have demonstrated high additive genetic variation for autosomal and Y-linked morphological traits. The combination of colonization success, high heritability of morphological traits, and the possibility of multiple introductions to Australia raised the prediction that neutral genetic diversity is high in introduced populations of guppies. In this study we examine genetic diversity at nine microsatellite and one mitochondrial locus for seven Australian populations. We used mtDNA haplotypes from the natural range of guppies and from domesticated varieties to identify source populations. There were a minimum of two introductions, but there was no haplotype diversity within Australian populations, suggesting a founder effect. This was supported by microsatellite markers, as allelic diversity and heterozygosity were severely reduced compared to one wild source population, and evidence of recent bottlenecks was found. Between Australian populations little differentiation of microsatellite allele frequencies was detected, suggesting that population admixture has occurred historically, perhaps due to male-biased gene flow followed by bottlenecks. Thus success of invasion of Australia and high additive genetic variance in Australian guppies are not associated with high levels of diversity at molecular loci. This finding is consistent with the release of additive genetic variation by dominance and epistasis following inbreeding, and with disruptive and negative frequency-dependent selection on fitness traits.;Faculty of Science: Institute of Evolutionary Biology and Environmental Studies;Faculty of Science;Institute of Evolutionary Biology and Environmental Studies;;479;7375626A656374733D3130313732;3130313237;;0,003809451;0,650961041;0,008936738;0,001576834;0,748351693;0,024291344;0,002158419;0,006872579;0,008746293;0,113564722;0,035031337;0,691983163;0,004058659;0,822784066;0,956568778;0,002903533;0,009032841;en;Australia Australia Australia;Australia
oai:www.zora.uzh.ch:480;Differences between populations of reed warblers in defences against brood parasitism.;2000;Lindholm, A K, Thomas, R J;Koninklijke Brill NV;https://www.zora.uzh.ch/id/eprint/480/;Two potential defences against brood parasitism by the cuckoo Cuculus canorus were compared experimentally between British populations of reed warblers Acrocephalus scirpaceus that are parasitised at different rates. (1) Rates of rejection of model cuckoo eggs were lower at two unparasitised populations which did not have resident cuckoos, than at a rarely parasitised population which had cuckoos nearby, and at a regularly parasitised population. (2) Reed warblers from an unparasitised population showed a slightly weaker response to taxidermic mounts of cuckoos and, unlike a parasitised population, did not differentiate between mounts of a cuckoo, sparrowhawk Accipiter nisus and jay Garrulus glandarius. Differences in exposure to real predators may explain the differences in responses to mounted predators between populations, as specific aggressive responses to predators are likely to have been learned. Although evidence from dispersal and population turnover data suggests that there is likely to be gene flow between reed warbler populations in Britain, the hypothesis that the population differences reflect genotypic differences could not be ruled out. An alternative explanation of phenotypic plasticity in defences could also explain the population differences. Phenotypic plasticity in defences would be favoured in environments where the risk of parasitism fluctuates, if those defences are costly to unparasitised reed warblers.;Faculty of Science: Institute of Evolutionary Biology and Environmental Studies;Faculty of Science;Institute of Evolutionary Biology and Environmental Studies;;480;7375626A656374733D3130313732;3130313237;;0,004000899;0,13452132;0,009558464;0,001552383;0,003538042;0,022388605;0,002113779;0,005643051;0,009288851;0,092475608;0,041204162;0,066301271;0,003829008;0,918304443;0,752074897;0,003079841;0,070566706;en;Britain;United Kingdom
oai:www.zora.uzh.ch:495;The effect of assortative mating on the coexistence of a hybridogenetic waterfrog and its sexual host;2000;Som, C, Anholt, B R, Reyer, H U;University of Chicago Press;https://www.zora.uzh.ch/id/eprint/495/;In central Europe, the hybridogenetic waterfrog Rana esculenta, a hybrid between Rana ridibunda and Rana lessonae, lives in sympatry with one of its parental species, the poolfrog Rana lessonae. As R. esculenta has to backcross constantly with R. lessonae in order to produce viable offspring, this coexistence is obligatory for R. esculenta. Since R. esculenta has a higher primary fitness than R. lessonae, a mechanism is required that prevents the hybrid from driving the parental species, and hence itself, to extinction. Here, we present an analytical model and a computer simulation that investigate whether assortative mating can operate as a such a control mechanism. Our results show that assortative mating is very effective in regulating coexistence in such a hybrid-host system. This is particularly true when choice is affected by the proportion of the two male types in the population. Furthermore, we could show that even if the species composition in a mixed hybrid-host population may be largely influenced by differences in life-history parameters, assortative mating still plays a very important role by stabilizing coexistence. Thus, mating behavior turns out to be more important for the populations dynamics of hybridogenetic waterfrog systems than previously assumed.;Faculty of Science: Institute of Evolutionary Biology and Environmental Studies;Faculty of Science;Institute of Evolutionary Biology and Environmental Studies;;495;7375626A656374733D3130313732;3130313237;;0,003688843;0,068168707;0,009460196;0,00271177;0,937648833;0,985059381;0,001928109;0,006047345;0,009003578;0,086989097;0,032974534;0,768716156;0,003760264;0,307503432;0,56224221;0,002965597;0,009204093;en;Europe;Europe
oai:www.zora.uzh.ch:500;The influence of food and temperature on population density of wild boar Sus scrofa in the Thurgau (Switzerland);2005;Geisser, H, Reyer, H U;Wiley-Blackwell;https://www.zora.uzh.ch/id/eprint/500/;During the last two decades, populations of the wild boar Sus scrofa in Europe have increased considerably and the species has spread into new areas over the entire continent. Because of the animals' impact on agriculture, livestock and biodiversity, and the resulting necessity of realistic management practices, we were interested in the key environmental factors responsible for this remarkable development. The study was based on data from the canton Thurgau, a region in north-eastern Switzerland. We used data on damage and hunting success to calculate a population density index and related it to eight variables describing ecological conditions, demography and hunting pressure (measured by the number of hunters) over a 25-year period. The analysis shows that the population increase correlates with higher than average winter and spring temperatures and improved food supply through more mast years and an increase in the area of maize cultivation. While favourable temperature conditions mainly reduce juvenile mortality, enhanced food availability is likely to boost reproductive success through younger age at first reproduction, larger litter size and earlier onset of oestrus within a season. Given this link between food and reproduction, supplemental feeding, a management practice recommended and very common all over Europe, should be reconsidered.;Faculty of Science: Institute of Evolutionary Biology and Environmental Studies;Faculty of Science;Institute of Evolutionary Biology and Environmental Studies;;500;7375626A656374733D3130313732;3130313237;;0,004059829;0,983822048;0,552494526;0,001717563;0,524299085;0,019872265;0,002011928;0,011167379;0,009357774;0,035641108;0,223319769;0,537711978;0,004684959;0,822811604;0,921947062;0,003020833;0,013124445;en;Europe Thurgau Switzerland Europe;Switzerland
oai:www.zora.uzh.ch:522;Phenotypic correlates and consequences of dispersal in a metapopulation of house sparrows Passer domesticus.;2000-09;Altwegg, R, Ringsby, T H, Seather, B E;Wiley-Blackwell;https://www.zora.uzh.ch/id/eprint/522/;"1. We examine causes and consequences of natal dispersal within a metapopulation of house sparrows Passer domesticus in an archipelago in Northern Norway where a large proportion of the individuals is colour-ringed.

2. Less than 10% of the fledglings dispersed, i.e. left their natal island.

3. Dispersal was female biased and almost exclusively performed by juveniles.

4. The probability of natal dispersal was not related either to the body condition or the body mass of the juvenile. Similarly, neither clutch size nor hatching date explained a significant proportion of the variance in the probability of dispersal.

5. The probability of male natal dispersal was related to the rank of the fledgling in the size-hierarchy within the brood. Low ranking individuals that hatched early in the season were more likely to disperse.

6. In both sexes, the survival of dispersers at the island of establishment was higher than among the residents on that island. Similarly, dispersers survived better than adults that remained on their island of birth.

7. These results suggest that dispersal may be an adaptive strategy to avoid poor conditions in the natal area.";Faculty of Science: Institute of Zoology (former);Faculty of Science;Institute of Zoology (former);;522;7375626A656374733D3130313732;3130313237616C74;;0,983816743;0,227112621;0,400337398;0,001986036;0,728379369;0,017383294;0,003893073;0,008096992;0,009254048;0,241356954;0,103219464;0,018340195;0,003577488;0,984293759;0,040585667;0,003178899;0,010517363;en;Northern Norway;Norway
oai:www.zora.uzh.ch:528;The orientation behaviour of chaffinches, fringilla coelebs, caught during active migratory flight, in relation to the sun.;1999;Muheim, R, Jenni, L, Weindler, P;Wiley-Blackwell;https://www.zora.uzh.ch/id/eprint/528/;The few orientation studies that have been carried out with day-migrating birds show that they are able to use solar and magnetic orientation cues for orientation. Previous orientation experiments in Emlen funnels have been carried out either with hand-raised birds or with birds caught during resting periods at stop-over sites. The aim of our study was to test whether birds caught during active flight show a higher concentration of migratory activity in the seasonally appropriate migratory direction in the funnels than birds that had not experienced migration just before the funnel experiments. The topography at the alpine pass Col de Bretolet at the border of Switzerland and France allowed us to capture birds during active migratory flight. These birds were in full migration disposition. Orientation experiments with chaffinches suggested an influence of the sun because chaffinches did not orient in the seasonally expected direction, but probably showed positive phototaxis towards the light of the sun at the opposite side of the funnel. Chaffinches tested under overcast conditions oriented to the north-west which probably was a 'nonsense' orientation and not a reverse migration or compensatory behaviour. We conclude that freshly caught birds are too stressed to show appropriate orientation when tested immediately after catching.;Faculty of Science: Institute of Zoology (former);Faculty of Science;Institute of Zoology (former);;528;7375626A656374733D3130313732;3130313237616C74;;0,003868547;0,01094688;0,005721869;0,001731034;0,002204976;0,013431861;0,435531884;0,005957775;0,009615149;0,845199347;0,158280715;0,006621142;0,003579168;0,936776757;0,802190721;0,003296489;0,010748534;en;Col de Bretolet Switzerland France;Switzerland, France
oai:www.zora.uzh.ch:541;An unusual foraging strategy in ducks (Aves: Anatidae).;2002;Witte, K, Schlupp, I;Texas Ornithological Society;https://www.zora.uzh.ch/id/eprint/541/;Ducks are normally not recognized as predators of fishes. Here we report of a group of ducks from Texas that exploit a common escape behavior by fishes and feed on these fishes.;Faculty of Science: Institute of Zoology (former);Faculty of Science;Institute of Zoology (former);;541;7375626A656374733D3130313732;3130313237616C74;;0,005594159;0,035795636;0,021387063;0,002236453;0,009979108;0,067208558;0,003597657;0,006393975;0,010067075;0,025437377;0,128364801;0,102558978;0,106617428;0,991282701;0,259157002;0,003708106;0,008923317;en;Texas;United States
oai:www.zora.uzh.ch:559;Memorandum zu einem Institut für Evolutionswissenschaft;1999;Stichweh, R, Reyer, H U, Uszkoreit, H;Werner Reimers Stiftung;https://www.zora.uzh.ch/id/eprint/559/;"Die Teilnehmer des multidisziplinären Projekts ""Innovative Suchprozesse in der Wissenschaft"" im Programmbeirat der Werner Reimers Konferenzen und eingeladene Experten aus weiteren Disziplinen schlagen vor, in Deutschland ein interdisziplinäres Institut für Evolutionswissenschaft einzurichten. Das Institut, das weltweit das erste seiner Art wäre, soll die Grundlagen für eine sich bereits am Horizont abzeichnende allgemeine Wissenschaft der  Evolution schaffen, evolutionstheoretische Ansätze aus mehreren Disziplinen miteinander verbinden und neue fachübergreifende Forschung initiieren. Die Entwicklung eines abstrakten Evolutionsbegriffs, der über die Erhaltung, Variation und Verbreitung von Struktur definiert und so spezifizierbar ist, daß er die Fälle von vorkommenden oder möglichen Typen evolutionärer Prozesse charakterisieren und vergleichen kann, erfordert ein längerfristiges enges Zusammenwirken von theoretischer und empirischer sowie von fachübergreifender und
einzelwissenschaftlicher Forschung. Auf der Basis des transdisziplinären Evolutionsbegriffs sollen evolutionäre Prozesse in Natur, Gesellschaft und Technik im Vergleich und in ihren Wechselwirkungen erforscht und erklärt werden. Dazu müssen solche Prozesse empirisch untersucht, formal modelliert und exemplarisch auf dem Computer simuliert werden. Die angestrebte wissenschaftliche Fundierung eines allgemeinen Evolutionskonzepts wird die heute noch zu wenig reflektierte Uebernahme von evolutionstheoretischen Konzepten aus der Biologie in die Sozial- und Verhaltenswissenschaften ablösen, bei der diese Konzepte viel zu oft zu Metaphern reduziert werden oder sich als schwer anpaßbar erweisen. Das Ergebnis werden allgemeine Erkenntnisse über das Wesen der Entwicklung hochstrukturierter Systeme sein, aber auch neue Methoden und Erkenntnisse in den Einzelwissenschaften, die adäquatere Beschreibungsmodelle für evolutionäre Prozesse benötigen. Eine bedeutende neue Komponente soll die Erforschung von komplexen Entwicklungsvorgängen sein, in denen sehr unterschiedliche evolutionäre Prozesse aus Natur, Gesellschaft und Technik zusammenwirken, für die es heute noch keinen gemeinsamen Beschreibungsrahmen gibt. Ein erfolgreiches Institut für Evolutionswissenschaften wird wesentlich dazu beitragen, die bestehenden methodologischen und konzeptuellen Barrieren zwischen Natur- und Ingenieurwissenschaften auf der einen und den Geistes- und Sozialwissenschaften auf der anderen Seite abzubauen.";Faculty of Science: Institute of Evolutionary Biology and Environmental Studies;Faculty of Science;Institute of Evolutionary Biology and Environmental Studies;;559;7375626A656374733D3130313732;3130313237;;0,005498073;0,02990118;0,014750995;0,412951142;0,029537302;0,05212675;0,160750657;0,243987769;0,803454041;0,330055535;0,211526647;0,618415356;0,08175157;0,063290663;0,789096892;0,428384066;0,912903905;de;Germany;Germany
oai:www.zora.uzh.ch:561;A genetic mechanism of species replacement in European waterfrogs?;2003;Vorburger, C, Reyer, H U;Springer;https://www.zora.uzh.ch/id/eprint/561/;Introduced Rana ridibunda currentlyreplace the native waterfrogs R. lessonaeand R. esculenta in several areas ofcentral Europe. The unusual reproductive systemin waterfrogs of the Rana esculentacomplex suggests that this replacement may bedriven by a genetic mechanism: Ranaesculenta, a hybrid between R. ridibundaand R. lessonae, eliminates the lessonae genome from the germline and clonallytransmits the ridibunda genome(hybridogenesis). Hybrids form mixedpopulations with R. lessonae (L-E-system)in which they persist by backcrossing with theparental species. Matings between hybrids areunsuccessful, because their ridibundagenomes contain fixed recessive deleteriousmutations. When introduced into a L-E-system,R. ridibunda can mate with both nativetaxa, producing R. ridibunda offspringwith R. esculenta, and R. esculentaoffspring with R. lessonae (primaryhybridizations). If primary hybrids arehybridogenetic, they produce viable R.ridibunda offspring in matings with otherhybrids, because their clonal genomes areunlikely to share the deleterious allelespresent in the ancient clones. Thus, R.ridibunda will increase in the population atthe expense of both native taxa, eventuallyleaving a pure R. ridibunda population.We provide three lines of evidence for thisprocess from a currently invaded population inSwitzerland: (1) Primary hybridizations takeplace, as roughly 10% of hybrids in thepopulation possess ridibunda genomesderived from the introduced frogs. (2)Hybridogenesis occurs in primary hybrids,although at a low frequency. (3) Many hybrid ×hybrid matings in the population indeed produceviable offspring. Hence, the proposed geneticmechanism appears to contribute to the speciesreplacement, although its importance may belimited.;Faculty of Science: Institute of Evolutionary Biology and Environmental Studies;Faculty of Science;Institute of Evolutionary Biology and Environmental Studies;;561;7375626A656374733D3130313732;3130313237;;0,003715164;0,200083748;0,007240115;0,001627195;0,473621786;0,993331254;0,001947924;0,005256103;0,009780809;0,07555636;0,012126897;0,222464561;0,004387483;0,487590581;0,681996942;0,003561334;0,010160724;en;EuropeSwitzerland;Switzerland
oai:www.zora.uzh.ch:572;The influence of the father on offspring development in the striped mouse.;2005;Schradin, C, Pillay, N;Oxford University Press;https://www.zora.uzh.ch/id/eprint/572/;When males of a species follow different reproductive strategies in different habitats, one might expect the strategy adopted to maximize fitness payoffs under particular ecological conditions. Striped mice (Rhabdomys pumilio) males in the moist grasslands of South Africa follow a roaming mating strategy, visiting several receptive females, and do not participate in parental care. In contrast, males in the arid succulent karoo are permanent members of social groups and help care for young. We predicted that paternal care leads to fitness benefits in striped mice from the succulent karoo but not from the grasslands. Experiments were conducted simultaneously in both locations under captive seminatural conditions to study offspring growth and survival to weaning in two experimental groups: father absent and father present. In the succulent karoo, offspring development was faster when the father was present, but the father's absence did not affect offspring growth in the grasslands. The significantly lower night temperatures in the succulent karoo compared to the grasslands negatively influenced offspring development during the first 3 days after birth, which in turn influenced offspring development until weaning. Exposure to low temperatures is energetically costly to free-living mice, as indicated by a greater loss of body weight during cold spring nights than warmer summer nights. We suggest that paternal care, particularly huddling of pups, improves offspring development in the succulent karoo, whereas the presence or absence of the father does not appear to directly influence offspring growth in the grasslands.;Faculty of Science: Institute of Evolutionary Biology and Environmental Studies;Faculty of Science;Institute of Evolutionary Biology and Environmental Studies;;572;7375626A656374733D3130313732;3130313237;;0,003639582;0,30955115;0,77817744;0,001497742;0,637641609;0,019958371;0,002563369;0,012574583;0,009081376;0,090086579;0,027026271;0,09037213;0,020672463;0,296283692;0,935966611;0,003017623;0,024137031;en;South Africaroo;South Africa
